"project_id","recommended_for_research","umbrella_project","donor","title","year","year_uncertain","description","crs_sector_code","crs_sector_name","sector_comment","status","status_code","flow","all_recipients","sources","sources_count","funding_agency","implementing_agency","donor_agency","donor_agency_count","recipient_agencies","recipient_agencies_count","verified","verified_code","flow_class","flow_class_code","intent","intent_code","active","active_code","factiva_sources","amount","currency","deflators_used","exchange_rates_used","usd_defl","usd_current","start_actual","start_planned","end_actual","end_planned","recipient_count","recipient_condensed","recipient_cow_code","recipient_oecd_code","recipient_oecd_name","recipient_iso3","recipient_iso2","recipient_un_code","recipient_imf_code","debt_uncertian","line_of_credit","is_cofinanced","is_ground_truthing","loan_type","interest_rate","maturity","grace_period","grant_element","updated_at","location_details","contacts",is_official_finance
"16422","true","false","China","China establishes Confucius Institute in South African University","2007","false","In 2007, China agreed to establish a new Confucius Institute for Business on the campus of the Tshwane University of Technology in South Africa. The center will be geared toward promoting a greater understanding of the Chinese language and business culture. The center was founded in June 2007. ","110","Education","","Completion","3","Grant","South Africa","http://global.factiva.com/aa/?ref=GCHE000020070807e3760001e&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://news.xinhuanet.com/overseas/2007-06/15/content_6246322.htm, Media Report, including Wikileaks","2","","","","","Tshwane University of Technology (TUT), Academic, Training and Research","1","Checked","1","OOF-like","3","Representational","3","Active","1","http://global.factiva.com/aa/?ref=GCHE000020070807e3760001e&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","","","","","","","","","","","1","South Africa","560","218","South Africa","ZAF","ZA","710","199","false","false","false","true","","","","","","2017-09-07 16:04:43 -0400","Tshwane University of Technology","Wang Yuchen, 0027-129983634 ",1
"43216","true","false","China","China gives 240 million euro loan to South Africa","2010","false","STAFF_NOTES: deactivated - duplicate record of #2480 1st Ld-Writethru-China Focus:China, South Africa upgrade relations to 'comprehensive strategic partnership' Tan Jingjing Rong Yan Wang Huihui Sun Yi 701 words 24 August 2010 12:05 Xinhua News Agency XNEWS English (c) 2010 Xinhua News Agency Zuma, who is on his first state visit to China since taking office, was accompanied by a 300-strong business delegation, which was the largest to accompany him during his foreign state tours. The business delegation participated in numerous achievements during this visit, with over a dozen cooperative documents signed at a business forum on Tuesday morning. These cooperative documents, including a loan agreement on 240 million euros, involved projects in areas such as solar power, iron ore, finance, and telecommunications.","430","Other Multisector","","Pipeline: Commitment","11","Loan (excluding debt rescheduling)","South Africa","https://global.factiva.com/redir/default.aspx?P=sa&an=XNEWS00020100824e68o0083t&cat=a&ep=ASE, Media Report, including Wikileaks; https://global.factiva.com/redir/default.aspx?P=sa&an=XNHA000020100825e68p00007&cat=a&ep=ASE, Media Report, including Wikileaks","2","","","","","","","Raw","0","Vague (Official Finance)","5","Mixed (Some Development)","6","Inactive","2","https://global.factiva.com/redir/default.aspx?P=sa&an=XNEWS00020100824e68o0083t&cat=a&ep=ASE, Media Report, including Wikileaks; https://global.factiva.com/redir/default.aspx?P=sa&an=XNHA000020100825e68p00007&cat=a&ep=ASE, Media Report, including Wikileaks","240000000.0","EUR","0.83432732","0.755045","380979792.551622","317861849.293751","","","","","1","South Africa","560","218","South Africa","ZAF","ZA","710","199","false","false","false","false","","","","","","2016-07-25 11:12:05 -0400","","",0
"16553","true","false","China","China grants South Africa 20 million RMB for various projects","2006","false","In 2006, China and South Africa signed a series of 13 agreements on cooperation in politics, economy, trade, national defense, agriculture, technology, and science. The agreements were signed between Wen Jiabao and Thabo Mbeki. China announced that it would give 20 million Yuan ($2.5 million USD) in assistance to offer training in various skills. it is unclear how the funds were used. it is unclear what the other agreements entailed.","998","Unallocated / Unspecified","","Pipeline: Commitment","11","Grant","South Africa","http://global.factiva.com/aa/?ref=APULSE0020060622e26m001xj&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","1","","","","","","","Checked","1","ODA-like","2","Development","1","Active","1","http://global.factiva.com/aa/?ref=APULSE0020060622e26m001xj&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","20000000.0","CNY","0.57186508","7.972375478","4386808.46811569","2508662.57556365","","","","","1","South Africa","560","218","South Africa","ZAF","ZA","710","199","false","false","false","true","","","","","","2016-11-03 21:23:34 -0400","","Premier Wen Jiabao, ; Thabo Mvuyelwa Mbeki, ",1
"16277","true","false","China","China has invested $530m in SA [likely not a project]","2006","false","80 words2 February 2007China Industry Daily NewsBJEINDEnglishCopyright 2007. Beijing Xinhua InfoLink Development Co Ltd/CINIC. All Rights Reserved.2007-2-2(Feb. 2, 2007)- China is currently South Africa's fifth largest trading partner, and the second largest in Africa following the Western African oil producing nation Angola in Africa. As of the end of 2006, bilateral investment between China and South Africa totaled US$1.31bn. China invested US$530M in South Africa, while South Africa invested US$780M in China.","","Unset","","Completion","3","Foreign direct investment","South Africa","http://global.factiva.com/redir/default.aspx?P=sa&an=BJEIND0020070202e32200026&cat=a&ep=ASE, Media Report, including Wikileaks","1","","","","","","","Raw","0","OOF-like","3","Unset","0","Inactive","2","http://global.factiva.com/redir/default.aspx?P=sa&an=BJEIND0020070202e32200026&cat=a&ep=ASE, Media Report, including Wikileaks","530000000.0","USD","0.57186508","1.0","926792032.834038","530000000.0","","","","","1","South Africa","560","218","South Africa","ZAF","ZA","710","199","false","false","false","false","","","","","","2012-11-20 10:13:55 -0500","","",0
"16888","true","false","China","China increases number of scholarships offered to South African students","2007","false","In 2007, China and South Africa agreed to utilize the China-Africa Development Fund to increase the number of scholarships offered to South African students.","110","Education","","Completion","3","Scholarships/training in the donor country","South Africa","http://global.factiva.com/redir/default.aspx?P=sa&an=XNHA000020070926e39r002jq&cat=a&ep=ASE, Media Report, including Wikileaks; http://world.people.com.cn/GB/57507/6319069.html, Media Report, including Wikileaks","2","","","","","","","Checked","1","ODA-like","2","Development","1","Active","1","http://global.factiva.com/redir/default.aspx?P=sa&an=XNHA000020070926e39r002jq&cat=a&ep=ASE, Media Report, including Wikileaks","","","","","","","","","","","1","South Africa","560","218","South Africa","ZAF","ZA","710","199","false","false","false","true","","","","","","2016-11-03 21:27:54 -0400","","",1
"16356","true","false","China","China invites 500 young people to visit","2007","false","In 2007, the Chinese government invited 500 young people from South Africa and other African nations to visit China in the next three years. According to a report, it appears the project has been completed as of 2009.","150","Government and Civil Society","","Completion","3","Scholarships/training in the donor country","Africa, regional, South Africa","http://www.fmprc.gov.cn/eng/zxxx/t538257.htm, Government Source (Donor/Recipient); http://global.factiva.com/redir/default.aspx?P=sa&an=XNEWS00020070206e327007vo&cat=a&ep=ASE, Media Report, including Wikileaks","2","","","","","","","Checked","1","ODA-like","2","Development","1","Active","1","http://global.factiva.com/redir/default.aspx?P=sa&an=XNEWS00020070206e327007vo&cat=a&ep=ASE, Media Report, including Wikileaks","","","","","","","","01 March 2007","","01 March 2010","2","Africa, regional","; 560","298; 218","Africa, regional; South Africa","Africa, regional; ZAF","XR; ZA","; 710","; 199","false","false","false","false","","","","","","2017-08-03 15:42:49 -0400","","",1
"43980","true","false","China","China opens Confucius Institute at University of Johannesburg","2014","false","According to the Hanban website, a Confucius Institute (CI) at the University of Johannesburg began operation on July 4, 2014. A ceremony officially unveiling the CI at this university was held on January 28, 2016. The Chinese institution partnering with the University of Johannesburg for this CI is the Nanjing University of Technology.","110","Education","","Completion","3","Grant","South Africa","http://english.hanban.org/node_44823.htm, Government Source (Donor/Recipient); http://za.chineseembassy.org/chn/zngxss/jyjl/t1337069.htm, Government Source (Donor/Recipient)","2","Hanban Confucius Institute, Government Agency","","Hanban Confucius Institute, Government Agency","1","","","Raw","0","OOF-like","3","Mixed (Some Development)","6","Active","1","","","","","","","","","","","","1","South Africa","560","218","South Africa","ZAF","ZA","710","199","false","false","false","false","","","","","","2019-07-17 15:56:43 -0400","","",0
"31189","true","false","China","China provides funding for China-South Africa Agricultural Technology Demonstration Center ","2007","false","In 2007 an agreement was signed between China and South Africa for the construction of an agricultural demonstration center in Free State Province that will focus on aquaculture. This was one of the projects proposed at the 2006 China-Africa Cooperation Forum Beijing Summit on Africa and it is one of 14 agricultural demonstration centers built by China in Africa. The groundbreaking ceremony for the project was on October 27, 2009. The project includes a training center building, laboratory, fish breeding center, fodder plants and other projects within an area of 3,000 square meters. South Africa is to train 500 freshwater aquaculture technical staff each year after the completion of the center, involving 10 training courses of 50 technicians each. The implementing organization for this project is Jiangsu Province Construction and Engineering Group Co., Ltd., a subsidiary of the state-owned China Agriculture Development Corporation Group. A total of 105 South Africans and 12 Chinese were to be employed for this project. The cost of this project is ZAR 45 million (30 million RMB). A June 2017 article from the Economic and Commercial Counselor's Office at the Chinese Embassy in South Africa reported that the second phase of the project was complete; however, it is unknown when the first phase was complete. STAFF_NOTE: an earlier version of this project listed the transaction amount as ZAR 45 million as the transaction amount, but this seems to be the total cost of the project (which may include some contributions from South Africa) rather than the amount that China donated. The actual transaction amount could not be found in any sources (although one source that may have had it, the South Africa Development Cooperation System, seems to no longer be available) or additional searches","310","Agriculture, Forestry and Fishing","Research, technology demonstration and training on fresh-water aquaculture ","Implementation","2","Free-standing technical assistance","South Africa","https://www.gov.za/china-south-africa-agricultural-demonstration-centre-will-be-opened-gariep, Government Source (Donor/Recipient); http://www.southafrica.info/business/investing/fish-290909.htm#.UydMYvFdW1A, Media Report, including Wikileaks; http://datahub.io/dataset/south-africa-development-cooperation-system, Government Source (Donor/Recipient); http://www.bdlive.co.za/indepth/sa-china/2013/01/25/sa-fish-farmers-to-embrace-aquaculture, Media Report, including Wikileaks; http://allafrica.com/stories/200910280683.html, Media Report, including Wikileaks; http://jjhzj.mofcom.gov.cn/article/y/200911/20091106602297.shtml, Government Source (Donor/Recipient); http://www.saiia.org.za/occasional-papers/understanding-chinas-agricultural-investments-in-africa, Other Academic (Working Paper, Dissertation); http://za.mofcom.gov.cn/article/h/200910/20091006592827.shtml, Government Source (Donor/Recipient); http://www.ccs.org.za/wp-content/uploads/2014/09/Rex_PhanW_Report_Final_Rex_2014.pdf, Academic Journal Article; http://fstimes.co.za/Fishy%20R40m%20project%20under%20probe.html, Media Report, including Wikileaks; http://www.news24.com/Archives/City-Press/Something-fishy-about-Gariep-project-20150430, Media Report, including Wikileaks; http://za.mofcom.gov.cn/article/h/201706/20170602599861.shtml, Government Source (Donor/Recipient)","12","Chinese Government, Government Agency","Jiangsu Construction Engineering Group Co., Ltd.","Chinese Government, Government Agency; Jiangsu Construction Engineering Group Co., Ltd.","2","","","Checked","1","ODA-like","2","Development","1","Active","1","","","","","","","","27 October 2009","","23 June 2017","","1","South Africa","560","218","South Africa","ZAF","ZA","710","199","false","false","false","true","","","","","","2019-07-31 10:15:16 -0400","Gariep Dam, Free State","Zhong Jinhua, Chinese Ambassador to South Africa ",1
"16216","true","false","China","China signed agreements with several African countries to continue ongoing sports cooperation and training","2006","false","Sports delegations between China and Africa occurred frequently since 2000. The Chinese signed agreements with South Africa, Lesotho, Egypt, and Tunisia to continue the sports cooperation. China sent 38 coaches of 13 events to 12 different countries to help foster improvement. The amount and specific dates are unknown. ","160","Other Social infrastructure and services","Sports","Completion","3","Free-standing technical assistance","Africa, regional, Egypt, Lesotho, South Africa, Tunisia","http://global.factiva.com/aa/?ref=XNEWS00020061021e2ah00795&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","1","","","","","","","Checked","1","ODA-like","2","Development","1","Active","1","http://global.factiva.com/aa/?ref=XNEWS00020061021e2ah00795&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","","","","","","","","","","","5","Africa, regional","570; ; 651; 616; 560","249; 298; 142; 139; 218","Lesotho; Africa, regional; Egypt; Tunisia; South Africa","LSO; Africa, regional; EGY; TUN; ZAF","LS; XR; EG; TN; ZA","426; ; 818; 788; 710","666; ; 469; 744; 199","false","false","false","false","","","","","","2017-08-02 12:41:02 -0400","","Zhou Xuexing, ; Shane Overmeyer, ",1
"15972","true","false","China","China signs Agreement on Education Cooperation with South Africa","2004","false","In 2004, China and South Africa signed an agreement on cooperation in the realm of education. It is unclear what the terms of the agreement are or how it was implemented. STAFF_NOTE: deactivated - not a project","110","Education","","Pipeline: Commitment","11","Vague TBD","South Africa","http://global.factiva.com/aa/?ref=BBCAP00020040630e06u002jp&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://news.xinhuanet.com/world/2004-06/29/content_1555120.htm, Media Report, including Wikileaks","2","","","","","Ministry of Education, Government Agency","1","Checked","1","Vague (Official Finance)","5","Development","1","Inactive","2","http://global.factiva.com/aa/?ref=BBCAP00020040630e06u002jp&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","","","","","","","","","","","1","South Africa","560","218","South Africa","ZAF","ZA","710","199","false","false","false","true","","","","","","2016-06-15 10:51:57 -0400","","Zhou Ji, ; Naledi Pandor, ",0
"15866","true","false","China","China signs Agreement on cooperation with South Africa","2000","false","In 2000, Chinese President Jiang Zemin met with South African President Thabo Mbeki to sign a series of agreements, including one on trade and economic technical cooperation. It is unclear what the terms of the agreement were or how it was implemented. STAFF_NOTE: deactivated - not a project","150","Government and Civil Society","Economic, technical","Pipeline: Commitment","11","Unset","South Africa","http://global.factiva.com/redir/default.aspx?P=sa&an=chndly0020010805dw4p003dx&cat=a&ep=ASE, Media Report, including Wikileaks","1","","","","","","","Checked","1","Vague (Official Finance)","5","Development","1","Inactive","2","http://global.factiva.com/redir/default.aspx?P=sa&an=chndly0020010805dw4p003dx&cat=a&ep=ASE, Media Report, including Wikileaks","","","","","","","","","","","1","South Africa","560","218","South Africa","ZAF","ZA","710","199","false","false","false","true","","","","","","2016-06-15 10:53:35 -0400","","",0
"15860","true","false","China","China signs Agreement on joint economic/trade commission with South Africa","2000","false","In 2000, Chinese President Jiang Zemin and South African President Thabo Mbeki signed an agreement to create a joint economic and trade commission between the two countries. It appears that the Commission was established in 2001. STAFF_NOTE: deactivated - not a project","330","Trade and Tourism","","Completion","3","Unset","South Africa","http://english.people.com.cn/200112/11/print20011211_86422.html, Media Report, including Wikileaks; http://global.factiva.com/redir/default.aspx?P=sa&an=chndly0020010805dw4p003dx&cat=a&ep=ASE, Media Report, including Wikileaks","2","","","","","","","Checked","1","Vague (Official Finance)","5","Development","1","Inactive","2","http://global.factiva.com/redir/default.aspx?P=sa&an=chndly0020010805dw4p003dx&cat=a&ep=ASE, Media Report, including Wikileaks","","","","","","","","","","","1","South Africa","560","218","South Africa","ZAF","ZA","710","199","false","false","false","true","","","","","","2016-06-15 10:56:30 -0400","","",0
"15958","true","false","China","China signs Information and Communications Technology cooperation agreement with South Africa","2002","false","In 2002, South African and China signed an Information and Communications Technology (ICT) cooperation agreement. The agreement, signed by Communications Minister Ivy Matsepe-Casaburri and the Peoples Republic of China's Information and Industry minister Wu Jichuan at a Cape Town ceremony, entails sharing expertise on various ICT areas. This includes an exchange of information on satellite and other communications networks, human resource development and radio frequency spectrum management tools such as computer assistance. The department said the parties further agreed on forming a separate training agreement to ensure co-operation in human resource development, training, and research and development. It is unclear how the agreement was implemented. ","220","Communications","","Pipeline: Commitment","11","Free-standing technical assistance","South Africa","http://global.factiva.com/aa/?ref=sapa000020020919dy9j002sa&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.topsage.com/english/2010/0225/abroad_14819.html, Media Report, including Wikileaks","2","","","","","","","Checked","1","ODA-like","2","Development","1","Active","1","http://global.factiva.com/aa/?ref=sapa000020020919dy9j002sa&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","","","","","","","","","","","1","South Africa","560","218","South Africa","ZAF","ZA","710","199","false","false","false","true","","","","","","2017-09-07 16:06:57 -0400","","Wu Jichuan, ; Ivy Matsepe-Casaburri, ",1
"16189","true","false","China","China signs MoU on Customs Matters with South Africa","2006","false","In 2006, China signed an agreement with South Africa to enhance cooperation between the two countries in customs matters. The agreements was signed by Mu Xinsheng, Minister of China's General Administration of Customs, and Pravin Gordhan, commissionner of South African Revenue Service. The two sides have also agreed on a pilot project to manage the trade between China and South Africa. This will entail the advance electronic submission of customs data and will allow for the joint detection of high risk. It is unclear exactly what the terms of the agreement are or how it was implemented. ","330","Trade and Tourism","","Pipeline: Commitment","11","Free-standing technical assistance","South Africa","http://global.factiva.com/aa/?ref=XNEWS00020060922e29m004xu&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","1","","","","","","","Checked","1","ODA-like","2","Development","1","Active","1","http://global.factiva.com/aa/?ref=XNEWS00020060922e29m004xu&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","","","","","","","","","","","1","South Africa","560","218","South Africa","ZAF","ZA","710","199","false","false","false","true","","","","","","2016-11-05 20:25:47 -0400","","Pravin Gordhan, ; Mu Xinsheng, ",1
"31208","true","false","China","China's Hisense opens factory in Western Cape","2012","false","On July 27, 2012 after the fifth Forum on China-Africa Cooperation, Chinese electronics company Hisense and the China Africa Development Fund signed an agreement to fund the building of a factory in South Africa. On June 6, 2013, the 10 hectare factory was officially opened in the Atlantis Industrial Park near Cape Town. The total cost of the factory was 350 million ZAR, and in its first phase the plant manufactured and assembled 400,000 TV sets and 400,000 refrigerators per year. In 2017, it was reported that the factory had 2,700 local employees and 35 Chinese employees and earned more than USD 200 million per year. STAFF_NOTE: some sources say that this factory is in the Saldanha Bay Industrial Zone, while others say that it is in the Atlantis Industrial Park. Both locations are on the outskirts of Cape Town","250","Business and Other Services","Electronics","Completion","3","Foreign direct investment","South Africa","http://global.factiva.com/aa/?ref=MEWBUD0020130707e9750002q&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.bdlive.co.za/business/trade/2013/06/07/hisense-factory-in-atlantis-to-create-1200-jobs, Media Report, including Wikileaks; http://www.sagoodnews.co.za/trade_investment/hisense_opens_high-tech_manufacturing_facility_in_western_cape.html, Media Report, including Wikileaks; http://www.itweb.co.za/index.php?option=com_content&view=article&id=64755, Media Report, including Wikileaks; http://global.hisense.com/news/cone/201306/t20130607_76326.html, Government Source (Donor/Recipient); http://global.hisense.com/news/cone/201306/t20130607_76325.html, Government Source (Donor/Recipient); http://global.hisense.com/news/cone/201208/t20120802_75915.html, Government Source (Donor/Recipient); http://za.chineseembassy.org/chn/sgxw/t1508780.htm, Government Source (Donor/Recipient); http://za.chineseembassy.org/chn/sgxw/t1560298.htm, Government Source (Donor/Recipient); http://za.chineseembassy.org/eng/sgxw/t1560300.htm, Government Source (Donor/Recipient); http://za2.mofcom.gov.cn/article/chinanews/201708/20170802621471.shtml, Government Source (Donor/Recipient); http://za.mofcom.gov.cn/article/jmxw/201306/20130600155957.shtml, Government Source (Donor/Recipient)","12","China-Africa Development Fund, Public Private Partnership; Hisense Group, State-Owned Company","","China-Africa Development Fund, Public Private Partnership; Hisense Group, State-Owned Company","2","","","Checked","1","FDI +Gov","9","Commercial","2","Active","1","http://global.factiva.com/aa/?ref=MEWBUD0020130707e9750002q&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","350000000.0","ZAR","0.99011154","8.207109466","43071866.8779988","42645952.4452503","","","","06 June 2013","1","South Africa","560","218","South Africa","ZAF","ZA","710","199","false","false","false","false","","","","","","2019-07-23 11:42:08 -0400","Atlantis, Western Cape","Lan Lin, Vice-President (Hisense Group); Ebrahim Patel, Minister of Economic Development ",0
"30537","true","false","China","Chinese Yingli Green Energy supplies solar panel modules to South African Jasper PV","2013","false","October 2014 Jasper solar power project is a 96MW solar photovoltaic (PV) power plant located in Northern Cape Province near Kimberly in South Africa. The plant became the biggest solar power installation in Africa when it came online in October 2014. Construction of the plant started in October 2013, while full commercial operations began a year later. The project is designed to operate for more than 25 years. The plant generates 180GWh of clean, renewable energy that is sufficient to power more than 80,000 homes in South Africa. It is expected to offset 145,891t of carbon dioxide every year from the atmosphere. Iberdrola subcontracted Yingli Green Energy for the supply of the PV modules. Ingeteam is the supplier of inverters, and control system for the Jasper PV plant. The construction contract worth $150m. STAFF_NOTE: Since project is in the form of a grant and development intent, not sure how to label Flow Class. JV -Gov because neither nations' governments were involved in construction or procurement. ","230","Energy Generation and Supply","Renewable Energy Projects","Completion","3","Grant","South Africa","http://global.factiva.com/aa/?ref=ENPNEW0020130603e9630002e&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.renewable-energy-technology.net/solar-energy-news/chinese-pv-totalling-96mw-build-leading-south-african-solar-plant?page=2, Media Report, including Wikileaks; http://ir.yinglisolar.com/phoenix.zhtml?c=213018&p=irol-newsArticle&ID=1825266, Implementing/Intermediary Agency Source; http://www.power-technology.com/projects/jasper-solar-photovoltaic-power-plant/, Media Report, including Wikileaks","4","Yingli Green Energy Holding Company Limited (Yingli Solar), State-Owned Company","","Yingli Green Energy Holding Company Limited (Yingli Solar), State-Owned Company","1","","","Checked","1","JV -Gov","12","Development","1","Inactive","2","http://global.factiva.com/aa/?ref=ENPNEW0020130603e9630002e&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","150000000.0","USD","1.0378199","1.0","144533748.100224","150000000.0","","","","","1","South Africa","560","218","South Africa","ZAF","ZA","710","199","false","false","false","false","","","","","","2016-06-06 13:48:28 -0400","Northern Cape, Kimberly","Fernando Calisalvo, Managing Director of Yingli Green Energy Spain (Yingli Green Energy Holding Company Limited (Yingli Solar)); Qing Miao, Vice President Corporate Communications (Yingli Green Energy Holding Company Limited (Yingli Solar)); Kevin Smith, CEO; SolarReserve ",0
"16070","true","false","China","Chinese community donates goods ","2001","false","On June 6, 2001, a group of Chinese organizations donated gifts to an informal settlement in Soweto, Johannesburg. Spokesman Keith Peacock said that the gifts were handed to the community living around the Zakheni Primary School by executive mayor Amos Masondo and the Chinese Consul-General Ye Minglang. The donation included 300 coats, 1,000 pairs of shoes, 1,000 school bags, 300 sweaters, and 20 blankets. They were donated by the South African Southwestern China Fellowship Association, the South African Traditional Chinese Medicine Association, and the Joint Association of Chinese Entrepreneurs and Businessmen. ","530","Non-food commodity assistance","","Completion","3","Grant","South Africa","http://global.factiva.com/redir/default.aspx?P=sa&an=xnews00020010715dx660149o&cat=a&ep=ASE, Media Report, including Wikileaks","1","South African Traditional Chinese Medicine and Acupuncture Association, National NGO; South African Southwestern China Fellowship Association; Chinese Entrepreneurship Association, Private Sector","","Chinese Entrepreneurship Association, Private Sector","1","South African Traditional Chinese Medicine and Acupuncture Association, National NGO","1","Checked","1","NGO Aid","6","Development","1","Active","1","http://global.factiva.com/redir/default.aspx?P=sa&an=xnews00020010715dx660149o&cat=a&ep=ASE, Media Report, including Wikileaks","","","","","","","06 June 2001","","06 June 2001","","1","South Africa","560","218","South Africa","ZAF","ZA","710","199","false","false","false","false","","","","","","2013-09-11 17:09:00 -0400","Soweto, Johannesburg","Ye Minglang, ; Amos Masondo, ; Keith Peacock, ",0
"1682","true","false","China","Chinese-African Trade/Investment Organization Founded (INACTIVE) [MIGHT NOT BE BILATERAL]","2004","false","COUNCIL PROMOTES SINO-AFRICAN TIESBy Jiang Zhuqing428 words18 November 2004China DailyCHNDLYEnglishCopyright 2004 China Daily Information Company. All rights reserved.The China-Africa Business Council (CABC) was established yesterday to promote Sino-African investment and trade.The CABC is the first public-private partnership between the world's largest developing country and the continent. It was jointly established by the United Nations Development Programme (UNDP), the Chinese Government and the Society for the Promotion of the Guangcai Programme.'The project we are signing here today is a key initiative to help strengthen China-Africa economic links through promotion of Public Private Partnerships,' said Khalik Malik, UN resident co-ordinator and UNDP resident representative, at the signing ceremony.Speaking highly of China's role in South-South co-operation, Malik noted that there are challenges for China's businesses looking for accurate information when they conduct trade and investment in Africa.'The CABC was created to become a new economic mechanism which will help facilitate information sharing and access, thereby deepening Sino-African trade and investment,' he said.Driven by the private sector with public sector support, the CABC will be set up between China and six African nations - Cameroon, Ghana, Mozambique, Nigeria, South Africa and Tanzania, officials said.'Political progress has been made between China and Africa within the framework of Sino-Africa Co-operation Forum during the past years,' said Wang Yue, director general of the China International Centre for Economic and Technical Exchanges (CICETE) under the Ministry of Commerce. 'Meanwhile, practical economic co-operation requires co-ordination within enterprise circles from both sides.'Different from other programmes, the CABC will let non-State-owned enterprises play an important role and 'no field limitations will be set on the co-operation between the enterprises,' Wang said.Trade between China and Africa is growing rapidly. Statistics show that the trading volume between the two soared to US$18 billion last year from US$2 billion in 1999.Officials said that China and Africa are planning to double the 2002 level to reach US$30 billion in 2006.Under the support of the UN and governments, it is crucial for the CABC programme to arouse the interest of private companies to reduce poverty through investment, said Hu Deping, vice-president of the Guangcai Programme.The programme has 14,000 non-State-owned companies as members.The CABC programme will officially be launched in January 2005 and last until the end of 2007.'If it turns out that the mechanism works well, the relevant parties involved will certainly seek a further extension,' said CICETE Director-General Wang.(Copyright 2001 by China Daily)Document CHNDLY0020041117e0bi0005m","","Unset","General Trade-Investment Organization","Completion","3","Joint venture with recipient","Africa, regional, Cameroon, Ghana, Mozambique, Nigeria, South Africa, Tanzania","http://global.factiva.com/aa/?ref=CHNDLY0020041117e0bi0005m&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","1","","","China-Africa Business Council, International NGO","1","","","Raw","0","OOF-like","3","Unset","0","Inactive","2","http://global.factiva.com/aa/?ref=CHNDLY0020041117e0bi0005m&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","","","","","","","","","","","7","Africa, regional","452; 510; 541; 471; ; 475; 560","241; 282; 259; 229; 298; 261; 218","Ghana; Tanzania; Mozambique; Cameroon; Africa, regional; Nigeria; South Africa","GHA; TZA; MOZ; CMR; Africa, regional; NGA; ZAF","GH; TZ; MZ; CM; XR; NG; ZA","288; 834; 508; 120; ; 566; 710","652; 738; 688; 622; ; 694; 199","false","false","false","false","","","","","","2012-11-20 10:15:00 -0500","","",0
"176","true","false","China","Chromium development project, which includes 1 mine and a concentration factory","2005","false","(PPIAF) In 2005, JiuQuan Iron and Steel Group (JISCO) agreed to invest $330 million through International Ferro Metals Limited (IFM SA) on a chromium development project, which included a mine of 25 million tons of chromium deposit, a concentration factory with an annual production capacity of 900,000 tons, and others. The project commenced in October 2005 and was expected to finish in 2007. PPIAF-ID:421The current status of the project is uncertain.STAFF_NOTES: It appears JISCO expanded this project in 2007 with $510M USD in supplemental funding. See ID# 181. ","320","Industry, Mining, Construction","Minerals; Chromium","Implementation","2","Foreign direct investment","South Africa","http://www.gspc.gov.cn/dongtai/ShowArticle.asp?ArticleID=2318, Government Source (Donor/Recipient); http://documents.worldbank.org/curated/en/936991468023953753/pdf/480910PUB0Buil101OFFICIAL0USE0ONLY1.pdf, Other Official Source (non-Donor, non-Recipient)","2","Jiuquan Iron & Steel (Group) Co. Ltd (JISCO), State-Owned Company","International Ferro Metals Limited, Private Sector","Jiuquan Iron & Steel (Group) Co. Ltd (JISCO), State-Owned Company","1","","","Checked","1","FDI +Gov","9","Commercial","2","Active","1","","330000000.0","USD","0.53539074","1.0","616372259.258724","330000000.0","01 January 2005","","","31 December 2007","1","South Africa","560","218","South Africa","ZAF","ZA","710","199","false","false","false","false","","","","","","2013-03-26 15:41:31 -0400","","",0
